,,,,,,,,,Total,,,,,Short,,,Medium,,,Long,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1994,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Juventus,it Serie A,29,1990,25.3,69.8,79.6,87.7,1231.5,400.9,34.4,36.4,94.6,25.6,28.3,90.6,8.10,12.1,66.8,0.24,0.13,0.11,1.94,8.18,0.91,0.08,6.48,Matches
1995,Óscar Plano\Oscar-Plano,es ESP,MF,Valladolid,es La Liga,28,1991,27.8,19.0,26.6,71.5,338.4,89.9,8.99,11.4,78.9,7.23,9.42,76.7,2.34,4.39,53.3,0.07,0.10,-0.03,0.90,1.94,0.65,0.22,1.76,Matches
1996,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,27,1992,15.5,35.3,47.9,73.6,733.5,339.4,13.0,14.5,89.8,15.9,19.6,81.3,6.19,12.1,51.3,0.32,0.17,0.15,1.35,2.06,0.58,0.52,2.45,Matches
1997,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'Gladbach,de Bundesliga,26,1993,23.8,21.8,30.2,72.3,346.1,88.2,12.5,15.5,80.8,6.47,8.82,73.3,2.18,3.32,65.8,0.42,0.27,0.15,1.60,1.81,1.30,0.34,2.82,Matches
1998,Thomas Pledl\Thomas-Pledl,de GER,DFMF,Düsseldorf,de Bundesliga,25,1994,1.0,21.0,38.0,55.3,341.0,108.0,12.0,16.0,75.0,8.00,13.0,61.5,1.00,5.00,20.0,0.00,0.10,-0.10,1.00,2.00,1.00,1.00,1.00,Matches
1999,Daniel Podence\Daniel-Podence,pt POR,FWMF,Wolves,eng Premier League,23,1995,3.2,23.1,32.8,70.5,346.9,72.5,12.5,15.9,78.4,8.13,10.9,74.3,1.25,3.75,33.3,0.00,0.13,-0.13,1.56,0.94,0.94,0.00,2.50,Matches
2000,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,eng Premier League,26,1993,13.4,65.7,76.6,85.8,1325.2,357.5,27.9,31.2,89.5,26.0,29.3,89.0,10.8,13.7,78.8,0.22,0.20,0.02,2.01,8.81,2.01,0.07,8.13,Matches
2001,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,24,1994,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2002,Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,it Serie A,29,1989,21.3,44.8,50.0,89.5,771.6,200.6,20.3,22.1,91.9,19.1,20.7,92.3,4.41,5.87,75.2,0.00,0.08,-0.08,0.85,5.68,0.94,0.14,4.41,Matches
2003,Matteo Politano\Matteo-Politano,it ITA,FW,Napoli,it Serie A,25,1993,8.3,33.4,43.7,76.3,510.7,118.8,20.5,22.9,89.5,8.92,11.0,81.3,3.13,7.35,42.6,0.24,0.18,0.06,2.29,1.69,1.57,0.24,2.89,Matches
2004,Matteo Politano\Matteo-Politano,it ITA,FW,Inter,it Serie A,25,1993,2.9,29.7,43.4,68.3,485.9,119.3,13.8,16.2,85.1,11.7,16.9,69.4,2.76,5.52,50.0,0.00,0.21,-0.21,2.76,0.69,1.38,0.69,1.72,Matches
2005,Sebastian Polter\Sebastian-Polter,de GER,FW,Union Berlin,de Bundesliga,28,1991,3.7,15.1,21.9,69.1,223.0,74.9,7.84,11.4,69.0,5.14,7.57,67.9,0.81,1.08,75.0,0.54,0.32,0.22,2.43,1.08,0.81,0.00,2.16,Matches
2006,Marin Pongračić\Marin-Pongracic,hr CRO,DF,Wolfsburg,de Bundesliga,21,1997,10.3,48.0,57.8,83.0,1207.9,350.6,8.35,10.7,78.2,25.2,28.7,87.8,14.1,17.4,81.0,0.00,0.00,0.00,0.00,3.69,0.10,0.00,4.08,Matches
2007,Pere Pons\Pere-Pons,es ESP,MF,Alavés,es La Liga,26,1993,12.1,23.1,31.2,74.1,405.0,91.3,11.8,14.2,83.1,8.02,10.5,76.4,2.73,4.79,56.9,0.08,0.07,0.01,0.41,0.74,0.33,0.08,1.40,Matches
2008,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,eng Premier League,27,1992,38.0,14.1,31.1,45.4,644.6,509.2,0.82,0.84,96.9,4.00,4.18,95.6,9.26,26.0,35.7,0.00,0.02,-0.02,0.11,1.03,0.03,0.00,0.00,Matches
2009,Pedro Porro\Pedro-Porro,es ESP,DFMF,Valladolid,es La Liga,19,1999,8.2,29.1,45.0,64.8,523.3,223.7,15.0,17.7,84.8,9.39,13.0,72.0,4.15,10.4,40.0,0.00,0.02,-0.02,0.49,2.07,0.85,0.37,2.20,Matches
2010,Francisco Portillo\Francisco-Portillo,es ESP,MF,Getafe,es La Liga,29,1990,4.2,28.6,39.8,71.9,460.7,176.4,13.8,17.6,78.4,11.4,14.5,78.7,2.14,4.52,47.4,0.48,0.21,0.26,1.67,3.57,2.62,0.48,5.71,Matches
2011,Portu\Portu,es ESP,FWMF,Real Sociedad,es La Liga,27,1992,26.6,17.1,25.0,68.7,264.8,82.5,9.70,11.9,81.6,5.41,7.78,69.6,1.39,3.35,41.6,0.26,0.20,0.07,1.28,1.02,1.28,0.64,1.92,Matches
2012,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,22,1997,25.6,47.3,57.8,81.8,964.7,341.1,14.8,16.3,90.7,25.4,28.7,88.7,6.72,11.3,59.3,0.00,0.04,-0.04,0.20,3.01,0.35,0.04,3.40,Matches
2013,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,30,1988,26.4,31.9,38.5,82.8,716.8,274.3,9.05,9.85,91.9,15.5,17.0,91.5,7.01,10.9,64.0,0.04,0.02,0.02,0.27,2.12,0.27,0.00,2.65,Matches
2014,Florent Poulolo\Florent-Poulolo,fr FRA,MFDF,Getafe,es La Liga,22,1997,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2015,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,25,1994,13.6,17.6,24.9,70.5,236.3,54.4,11.2,14.6,76.4,4.63,5.88,78.8,0.74,1.69,43.5,0.44,0.13,0.31,1.03,1.03,1.03,0.00,2.28,Matches
2016,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,26,1992,0.0,5,5,100.0,60,22,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2017,Darío Poveda\Dario-Poveda,es ESP,FW,Atlético Madrid,es La Liga,22,1997,0.1,30.0,40.0,75.0,300.0,0.00,20.0,20.0,100.0,10.0,20.0,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2018,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DF,Mallorca,es La Liga,20,1999,16.6,39.0,51.6,75.6,677.3,267.1,18.9,21.4,88.2,15.5,20.3,76.3,3.92,7.95,49.2,0.12,0.07,0.05,1.02,2.05,1.02,0.60,2.47,Matches
2019,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,FWMF,Sevilla,es La Liga,20,1999,0.4,25.0,35.0,71.4,377.5,115.0,12.5,15.0,83.3,10.0,15.0,66.7,2.50,2.50,100.0,0.00,0.00,0.00,0.00,7.50,0.00,0.00,5.00,Matches
2020,Percy Prado\Percy-Prado,pe PER,DF,Nantes,fr Ligue 1,23,1996,2.1,40.0,50.5,79.2,684.8,385.2,18.1,19.0,95.0,16.7,20.0,83.3,3.81,8.10,47.1,0.00,0.00,0.00,0.48,1.90,0.00,0.00,2.38,Matches
2021,Dennis Praet\Dennis-Praet,be BEL,MF,Leicester City,eng Premier League,25,1994,12.6,35.4,42.8,82.7,607.5,151.0,16.7,18.8,88.6,14.0,16.7,84.3,3.73,5.16,72.3,0.16,0.06,0.10,0.71,2.62,0.79,0.24,2.62,Matches
2022,Abdón Prats\Abdon-Prats,es ESP,FWMF,Mallorca,es La Liga,26,1992,3.1,14.8,23.5,63.0,243.5,46.8,9.03,10.6,84.8,2.90,5.81,50.0,2.26,3.87,58.3,0.00,0.03,-0.03,0.65,1.29,0.00,0.00,1.61,Matches
2023,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Strasbourg,fr Ligue 1,25,1993,0.9,61.1,64.4,94.8,1212.2,230.0,31.1,32.2,96.6,20.0,20.0,100.0,10.0,11.1,90.0,0.00,0.00,0.00,0.00,3.33,0.00,0.00,7.78,Matches
2024,Nicolas de Préville\Nicolas-de-Preville,fr FRA,MFFW,Bordeaux,fr Ligue 1,28,1991,22.2,31.2,43.3,72.0,580.0,129.5,14.2,16.9,84.0,12.5,15.4,81.2,4.05,9.10,44.6,0.18,0.20,-0.02,2.12,2.43,0.77,0.23,2.43,Matches
2025,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,32,1987,0.6,10.0,16.7,60.0,135.0,91.7,6.67,8.33,80.0,3.33,6.67,50.0,0.00,1.67,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,Matches
2026,Kai Pröger\Kai-Proger,de GER,MFFW,Paderborn 07,de Bundesliga,27,1992,23.1,14.5,27.0,53.5,291.3,113.2,6.36,8.48,75.0,4.50,7.79,57.8,2.99,7.88,37.9,0.26,0.16,0.10,1.77,0.87,0.65,0.39,1.47,Matches
2027,Grischa Prömel\Grischa-Promel,de GER,MF,Union Berlin,de Bundesliga,24,1995,10.3,26.6,34.8,76.5,447.9,111.7,12.4,15.0,82.6,10.9,12.6,86.2,2.43,4.76,51.0,0.00,0.02,-0.02,0.39,2.91,0.39,0.10,2.91,Matches
2028,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,27,1991,31.4,47.2,56.8,83.1,914.4,262.2,17.6,20.2,86.9,22.5,25.9,87.2,6.40,8.73,73.4,0.06,0.07,-0.00,0.86,5.29,0.83,0.19,5.86,Matches
2029,Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,es La Liga,27,1992,28.5,18.9,26.9,70.1,294.0,66.1,10.9,13.8,79.1,5.79,7.93,73.0,1.54,2.98,51.8,0.11,0.12,-0.01,0.60,0.95,0.42,0.21,1.40,Matches
2030,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,es La Liga,19,1999,5.7,69.1,76.0,91.0,1192.3,183.2,33.2,36.0,92.2,25.3,27.0,93.5,8.42,9.30,90.6,0.35,0.28,0.07,1.75,5.44,1.40,0.00,3.51,Matches
2031,Teemu Pukki\Teemu-Pukki,fi FIN,FW,Norwich City,eng Premier League,29,1990,32.1,13.1,16.3,80.7,183.3,20.8,8.19,9.25,88.6,3.61,4.52,80.0,0.69,0.97,71.0,0.09,0.10,-0.00,0.87,0.44,0.19,0.06,0.50,Matches
2032,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Fiorentina,it Serie A,25,1994,32.8,43.0,53.0,81.1,866.5,264.6,16.0,17.3,92.3,18.2,20.3,89.5,7.62,13.1,58.1,0.18,0.20,-0.02,2.53,3.72,0.73,0.18,3.78,Matches
2033,Christian Pulisic\Christian-Pulisic,us USA,FW,Chelsea,eng Premier League,20,1998,19.1,28.6,36.6,78.0,440.8,84.8,16.7,19.5,85.5,9.01,11.2,80.4,2.20,3.61,60.9,0.21,0.18,0.03,1.52,1.47,1.47,0.05,3.19,Matches
2034,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWDF,Watford,eng Premier League,23,1995,0.8,22.5,38.8,58.1,352.5,181.3,12.5,15.0,83.3,7.50,15.0,50.0,1.25,7.50,16.7,0.00,0.00,0.00,0.00,1.25,1.25,0.00,2.50,Matches
2035,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWDF,Udinese,it Serie A,23,1995,3.8,22.9,33.7,68.0,398.2,139.2,11.8,15.3,77.6,7.37,11.1,66.7,2.89,4.74,61.1,0.00,0.21,-0.21,2.89,1.32,1.05,0.26,2.89,Matches
2036,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,36,1983,25.3,14.9,21.7,68.6,258.6,65.3,7.51,9.53,78.8,4.86,7.15,68.0,1.82,3.40,53.5,0.12,0.17,-0.06,1.38,1.30,0.79,0.16,1.78,Matches
2037,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,25,1993,28.9,14.1,20.0,70.7,228.1,49.3,7.51,9.48,79.2,4.78,6.44,74.2,1.25,2.66,46.8,0.07,0.09,-0.02,0.87,1.04,0.69,0.00,1.49,Matches
2038,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,eng Premier League,19,1999,0.2,45.0,45.0,100.0,675.0,105.0,30.0,30.0,100.0,15.0,15.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,Matches
2039,Quini\Quini,es ESP,DF,Granada,es La Liga,29,1989,8.0,28.8,37.3,77.2,494.1,166.4,14.4,15.9,90.6,10.4,12.4,83.8,3.13,6.38,49.0,0.00,0.03,-0.03,0.75,2.25,0.38,0.25,2.25,Matches
2040,Xavi Quintillà\Xavi-Quintilla,es ESP,DF,Villarreal,es La Liga,22,1996,17.5,48.6,59.4,81.7,806.8,271.5,25.8,27.8,92.8,17.8,21.1,84.3,3.66,8.06,45.4,0.11,0.07,0.04,1.09,2.23,0.97,0.51,2.51,Matches
2041,Quique\Quique,es ESP,FW,Eibar,es La Liga,29,1990,5.4,16.3,23.0,71.0,249.1,50.9,8.70,11.3,77.0,5.56,8.33,66.7,1.11,1.85,60.0,0.19,0.06,0.13,1.30,0.93,0.56,0.19,1.48,Matches
2042,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Juventus,it Serie A,24,1995,21.2,48.0,53.8,89.1,759.4,136.4,25.6,27.4,93.4,18.0,19.3,93.2,3.30,4.15,79.5,0.05,0.04,0.01,0.66,3.82,0.42,0.14,2.03,Matches
2043,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,es La Liga,26,1993,22.1,37.9,42.9,88.3,721.0,162.4,16.2,17.9,90.4,15.9,16.9,93.9,5.29,6.79,78.0,0.00,0.03,-0.03,0.23,2.67,0.36,0.09,3.26,Matches
2044,Nemanja Radonjić\Nemanja-Radonjic,rs SRB,FWMF,Marseille,fr Ligue 1,23,1996,9.8,25.9,35.4,73.2,427.6,131.1,13.3,17.1,77.4,9.39,11.5,81.4,2.55,3.67,69.4,0.10,0.08,0.02,1.12,1.63,2.04,0.41,4.49,Matches
2045,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Genoa,it Serie A,30,1988,14.6,47.2,54.6,86.4,1085.7,274.3,13.7,15.1,90.9,22.3,24.3,91.8,11.0,14.7,74.8,0.07,0.04,0.03,1.03,5.68,0.68,0.21,4.93,Matches
2046,Ionuț Radu\Ionut-Radu,ro ROU,GK,Genoa,it Serie A,22,1997,17.0,31.5,38.8,81.2,824.4,445.6,6.12,6.18,99.0,17.2,17.4,99.3,8.00,15.1,52.9,0.06,0.01,0.05,0.06,0.71,0.06,0.00,0.00,Matches
2047,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,32,1986,25.6,46.8,53.6,87.3,905.3,331.1,19.3,20.5,94.5,19.5,21.7,89.9,6.84,9.65,70.9,0.00,0.03,-0.03,0.51,4.38,0.55,0.27,4.30,Matches
2048,Boris Radunović\Boris-Radunovic,rs SRB,GK,Hellas Verona,it Serie A,23,1996,3.0,12.3,20.3,60.7,421.0,289.0,1.33,1.33,100.0,5.00,5.00,100.0,6.00,14.0,42.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2049,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,29,1990,7.8,45.8,55.9,81.9,692.1,297.1,26.4,28.3,93.2,16.3,19.9,81.9,2.31,5.38,42.9,0.00,0.08,-0.08,0.38,3.08,0.26,0.13,3.85,Matches
2050,Rafael\Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,5.0,21.4,30.6,69.9,670.0,435.4,3.60,3.60,100.0,7.80,8.00,97.5,9.60,18.6,51.6,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,Matches
2051,Raffael\Raffael,br BRA,MF,M'Gladbach,de Bundesliga,34,1985,0.7,52.9,68.6,77.1,750.0,235.7,31.4,34.3,91.7,15.7,17.1,91.7,4.29,10.0,42.9,0.00,0.29,-0.29,5.71,2.86,2.86,0.00,7.14,Matches
2052,Rafinha\Rafinha,br BRA,FWMF,Barcelona,es La Liga,26,1993,2.1,67.6,78.1,86.6,1085.2,172.4,41.4,44.3,93.5,17.1,19.5,87.8,8.10,11.9,68.0,0.00,0.14,-0.14,2.86,3.33,2.86,0.95,3.81,Matches
2053,Rafinha\Rafinha,br BRA,MF,Celta Vigo,es La Liga,26,1993,23.5,48.4,56.0,86.4,822.6,189.0,23.4,26.0,89.9,18.3,20.0,91.5,5.23,7.15,73.2,0.04,0.06,-0.02,0.85,3.96,1.19,0.04,4.51,Matches
2054,Daniele Ragatzu\Daniele-Ragatzu,it ITA,MFFW,Cagliari,it Serie A,27,1991,3.5,39.7,49.1,80.8,659.7,125.7,20.9,22.6,92.4,12.6,16.3,77.2,4.86,8.00,60.7,0.00,0.23,-0.23,2.57,1.71,2.00,0.57,3.71,Matches
2055,Baba Rahman\Baba-Rahman,gh GHA,DF,Mallorca,es La Liga,25,1994,1.2,35.0,50.0,70.0,645.8,253.3,17.5,21.7,80.8,13.3,16.7,80.0,4.17,10.8,38.5,0.00,0.00,0.00,0.00,1.67,0.83,0.00,2.50,Matches
2056,Antonio Raillo\Antonio-Raillo,es ESP,DF,Mallorca,es La Liga,27,1991,30.8,31.1,37.5,83.0,689.6,239.7,8.90,9.84,90.4,15.2,17.0,89.5,6.66,10.0,66.6,0.00,0.01,-0.01,0.10,1.17,0.06,0.00,1.40,Matches
2057,Predrag Rajković\Predrag-Rajkovic,rs SRB,GK,Reims,fr Ligue 1,23,1995,27.0,27.3,37.0,73.7,797.3,410.7,2.74,2.74,100.0,15.0,15.0,99.8,9.44,19.1,49.4,0.00,0.00,0.00,0.04,0.56,0.04,0.00,0.07,Matches
2058,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,31,1988,17.7,74.7,83.9,89.0,1298.6,291.5,34.6,38.1,90.9,29.6,32.0,92.6,7.91,10.2,77.3,0.17,0.08,0.09,1.02,6.72,1.13,0.00,4.29,Matches
2059,Benito Raman\Benito-Raman,be BEL,FW,Schalke 04,de Bundesliga,24,1994,17.8,13.0,19.2,67.8,217.2,48.3,6.85,9.55,71.8,4.33,5.84,74.0,1.35,2.13,63.2,0.17,0.12,0.05,0.96,0.62,0.45,0.00,1.12,Matches
2060,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,28,1990,15.5,29.5,41.4,71.3,541.2,164.7,14.5,17.7,82.1,9.10,11.4,79.7,4.97,10.7,46.4,0.13,0.20,-0.07,2.19,2.32,1.48,0.19,3.55,Matches
2061,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Valladolid,es La Liga,24,1995,14.5,18.8,25.9,72.6,327.4,60.7,9.17,11.0,83.1,6.83,9.31,73.3,2.21,4.14,53.3,0.07,0.12,-0.05,0.83,1.45,0.62,0.28,1.38,Matches
2062,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,34,1984,5.1,32.5,38.8,83.8,827.8,196.9,6.08,6.27,96.9,16.5,18.0,91.3,9.80,14.3,68.5,0.00,0.00,0.00,0.00,1.57,0.00,0.00,1.57,Matches
2063,Adrián Ramos\Adrian-Ramos,co COL,FW,Granada,es La Liga,33,1986,2.5,19.6,30.0,65.3,294.0,83.6,10.0,15.6,64.1,6.80,9.20,73.9,1.60,2.40,66.7,0.00,0.04,-0.04,0.40,4.00,0.80,0.00,3.20,Matches
2064,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,33,1986,33.5,58.6,64.0,91.6,1337.9,459.1,17.1,18.3,93.5,27.6,28.9,95.4,13.2,15.4,85.5,0.00,0.01,-0.01,0.15,5.16,0.24,0.03,3.43,Matches
2065,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37.0,17.5,30.4,57.7,590.5,401.3,3.11,3.14,99.1,7.22,7.32,98.5,7.14,19.8,36.0,0.03,0.00,0.02,0.05,0.54,0.00,0.00,0.00,Matches
2066,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Juventus,it Serie A,28,1990,11.7,55.5,63.8,87.0,820.2,149.1,32.2,35.8,90.0,17.9,19.7,90.9,3.50,5.30,66.1,0.09,0.14,-0.05,1.54,4.87,0.43,0.09,2.99,Matches
2067,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,eng Premier League,32,1987,2.0,11.0,20.0,55.0,622.0,546.5,1.00,1.00,100.0,0.00,0.00,,10.0,19.0,52.6,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,Matches
2068,Luca Ranieri\Luca-Ranieri,it ITA,DF,Fiorentina,it Serie A,20,1999,2.6,52.7,61.2,86.2,1101.2,444.2,14.2,15.0,94.9,32.7,34.6,94.4,5.77,10.4,55.6,0.00,0.27,-0.27,1.92,4.62,0.38,0.38,6.54,Matches
2069,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,31,1988,5.8,51.4,58.1,88.4,1284.0,371.6,9.31,10.5,88.5,27.2,30.5,89.3,14.7,16.9,86.7,0.00,0.00,0.00,0.00,1.90,0.00,0.00,1.21,Matches
2070,Tobias Raschl\Tobias-Raschl,de GER,MF,Dortmund,de Bundesliga,19,2000,0.3,50.0,53.3,93.8,1060.0,70.0,20.0,23.3,85.7,23.3,23.3,100.0,6.67,6.67,100.0,0.00,0.00,0.00,0.00,3.33,0.00,0.00,3.33,Matches
2071,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,21,1997,29.4,25.8,33.6,76.7,422.7,114.9,14.3,17.0,84.0,8.67,10.8,80.2,2.11,3.67,57.4,0.24,0.16,0.08,1.12,2.07,2.28,0.14,4.46,Matches
2072,Milot Rashica\Milot-Rashica,xk KVX,FW,Werder Bremen,de Bundesliga,23,1996,25.2,18.7,27.9,67.0,364.4,81.3,7.82,9.84,79.4,7.18,10.1,71.3,3.25,6.43,50.6,0.20,0.12,0.08,1.59,0.79,0.95,0.48,1.63,Matches
2073,Giacomo Raspadori\Giacomo-Raspadori,it ITA,MFFW,Sassuolo,it Serie A,19,2000,2.9,32.4,39.7,81.7,515.9,68.6,17.6,20.0,87.9,11.4,13.4,84.6,2.76,3.79,72.7,0.00,0.07,-0.07,1.72,2.76,0.69,0.34,1.38,Matches
2074,Raúl\Raul,es ESP,FWMF,Betis,es La Liga,18,2000,0.2,20.0,35.0,57.1,265.0,25.0,15.0,30.0,50.0,5.00,5.00,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2075,Ante Rebić\Ante-Rebic,hr CRO,FW,Eint Frankfurt,de Bundesliga,25,1993,1.0,9.00,18.0,50.0,114.0,18.0,5.00,9.00,55.6,3.00,5.00,60.0,0.00,0.00,,0.00,0.10,-0.10,2.00,0.00,0.00,0.00,1.00,Matches
2076,Ante Rebić\Ante-Rebic,hr CRO,FW,Milan,it Serie A,25,1993,15.5,17.4,28.1,61.8,282.0,75.2,9.81,13.6,72.0,5.48,8.58,63.9,1.68,3.35,50.0,0.19,0.19,0.01,2.13,0.71,1.55,0.52,1.87,Matches
2077,Arkadiusz Reca\Arkadiusz-Reca,pl POL,DF,SPAL,it Serie A,24,1995,21.4,33.4,45.4,73.5,569.0,247.3,16.8,19.2,87.6,13.2,17.2,76.4,2.90,6.50,44.6,0.09,0.08,0.01,1.12,2.34,0.70,0.47,3.36,Matches
2078,Recio\Recio,es ESP,MF,Leganés,es La Liga,28,1991,17.4,42.8,49.4,86.5,724.0,166.5,22.5,24.1,93.3,15.1,16.7,90.4,4.20,6.61,63.5,0.00,0.02,-0.02,0.57,3.74,0.40,0.17,3.10,Matches
2079,Daishawn Redan\Daishawn-Redan,nl NED,FW,Hertha BSC,de Bundesliga,18,2001,0.2,30.0,35.0,85.7,370.0,70.0,30.0,30.0,100.0,0.00,0.00,,0.00,5.00,0.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,Matches
2080,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,eng Premier League,25,1994,30.7,25.4,34.6,73.6,431.6,99.6,13.2,16.0,82.9,8.47,11.2,75.8,2.83,5.24,54.0,0.13,0.10,0.03,1.21,1.47,1.21,0.16,3.13,Matches
2081,Fabian Reese\Fabian-Reese,de GER,FW,Schalke 04,de Bundesliga,21,1997,1.0,9.00,19.0,47.4,144.0,51.0,5.00,9.00,55.6,3.00,7.00,42.9,1.00,1.00,100.0,0.00,0.40,-0.40,2.00,0.00,3.00,2.00,1.00,Matches
2082,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,28,1990,1.9,28.4,34.2,83.1,614.7,206.8,8.42,9.47,88.9,15.3,16.8,90.6,4.21,7.37,57.1,0.00,0.00,0.00,0.53,3.68,0.00,0.00,1.58,Matches
2083,Vasco Regini\Vasco-Regini,it ITA,DF,Parma,it Serie A,28,1990,0.6,35.0,36.7,95.5,606.7,130.0,18.3,20.0,91.7,13.3,13.3,100.0,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,Matches
2084,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Sevilla,es La Liga,22,1996,27.9,51.1,64.2,79.7,907.7,338.0,23.2,25.8,89.7,22.4,27.4,81.8,4.62,8.35,55.4,0.14,0.13,0.01,1.47,3.05,1.40,0.75,4.12,Matches
2085,Ken Reichel\Ken-Reichel,de GER,DF,Union Berlin,de Bundesliga,32,1986,5.9,31.0,42.9,72.3,582.4,267.5,13.1,15.6,83.7,13.2,17.3,76.5,4.07,8.14,50.0,0.00,0.05,-0.05,0.34,1.86,0.51,0.51,2.71,Matches
2086,Manolo Reina\Manolo-Reina,es ESP,GK,Mallorca,es La Liga,34,1985,36.0,20.6,33.2,62.1,702.3,524.1,3.58,3.58,100.0,8.22,8.28,99.3,8.67,21.1,41.0,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.03,Matches
2087,Pepe Reina\Pepe-Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12.0,22.7,32.9,68.9,842.3,572.9,2.00,2.00,100.0,8.08,8.17,99.0,12.3,22.4,55.0,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,Matches
2088,Pepe Reina\Pepe-Reina,es ESP,GK,Milan,it Serie A,36,1982,1.0,27.0,37.0,73.0,959.0,669.0,2.00,2.00,100.0,10.0,10.0,100.0,15.0,25.0,60.0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Matches
2089,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Lyon,fr Ligue 1,21,1998,8.7,42.1,49.1,85.7,695.5,154.3,21.1,23.6,89.8,15.9,16.8,94.5,3.79,5.98,63.5,0.11,0.18,-0.07,1.26,3.79,0.80,0.23,4.37,Matches
